Geography,Population for whom poverty status is determined
0500000US49029,12154
0500000US49031,1782
0500000US49033,2502
0500000US49035,1158163
0500000US49037,14287
0500000US49039,25749
0500000US49041,21138
0500000US49043,41998
0500000US49045,70543
0500000US49047,35068
0500000US49049,633351
0500000US49051,33904
0500000US49053,174427
0500000US49055,2469
0500000US49057,256428
0500000US50001,34171
0500000US50003,35898
0500000US50005,29483
0500000US50007,157919
0500000US50009,5962
0500000US50011,49299
0500000US50013,7219
0500000US50015,25253
0500000US50017,28676
0500000US50019,26415
0500000US50021,58696
0500000US50023,57230
0500000US50025,44112
0500000US50027,56768
0500000US51001,33078
0500000US51003,103408
0500000US51005,15032
0500000US51007,13135
0500000US51009,30598
0500000US51011,15966
0500000US51013,232517
0500000US51015,72925
0500000US51017,4177
0500000US51019,78490
0500000US51021,5292
0500000US51023,33189
0500000US51025,13537
0500000US51027,19747
0500000US51029,14833
0500000US51031,54948
0500000US51033,28796
0500000US51035,28956
0500000US51036,6800
0500000US51037,11365
0500000US51041,355142
0500000US51043,14529
0500000US51045,4782
0500000US51047,50364
0500000US51049,9669
0500000US51051,13799
0500000US51053,27213
0500000US51057,10537
0500000US51059,1137354
0500000US51061,72057
0500000US51063,15453
0500000US51065,25552
0500000US51067,53134
0500000US51069,88577
0500000US51071,16582
0500000US51073,37965
0500000US51075,23226
0500000US51077,14520
0500000US51079,20250
0500000US51081,8393
0500000US51083,33484
0500000US51085,107391
0500000US51087,329265
0500000US51089,50243
0500000US51091,2210
0500000US51093,38101
0500000US51095,76891
0500000US51097,6680
0500000US51099,26265
0500000US51101,17384
0500000US51103,10751
0500000US51105,20937
0500000US51107,411218
0500000US51109,37026
0500000US51111,11057
0500000US51113,13559
0500000US51115,8465
0500000US51117,29414
0500000US51119,10304
0500000US51121,89669
0500000US51125,14750
0500000US51127,21863
0500000US51131,11966
0500000US51133,11920
0500000US51135,13942
0500000US51137,35303
0500000US51139,23544
0500000US51141,17255
0500000US51143,59486
0500000US51145,27786
0500000US51147,16349
0500000US51149,37428
0500000US51153,471165
0500000US51155,32633
0500000US51157,7354
0500000US51159,7250
0500000US51161,93939
0500000US51163,22369
0500000US51165,81134
0500000US51167,25638
0500000US51169,20730
0500000US51171,43587
0500000US51173,29304
0500000US51175,16566
0500000US51177,137651
0500000US51179,149991
0500000US51181,6555
0500000US51183,9420
0500000US51185,39069
0500000US51187,39637
0500000US51191,52284
0500000US51193,18121
0500000US51195,33422
0500000US51197,28057
0500000US51199,67755
0500000US51510,156643
0500000US51520,16742
0500000US51530,6117
0500000US51540,44003
0500000US51550,242326
0500000US51570,17880
0500000US51580,5608
0500000US51590,41119
0500000US51595,5591
0500000US51600,23159
0500000US51610,14475
0500000US51620,8111
0500000US51630,25580
0500000US51640,6434
0500000US51650,132153
0500000US51660,44982
0500000US51670,22822
0500000US51678,4315
0500000US51680,68869
0500000US51683,42459
0500000US51685,16946
0500000US51690,13060
0500000US51700,176740
0500000US51710,212572
0500000US51720,3642
0500000US51730,32792
0500000US51735,12332
0500000US51740,93571
0500000US51750,13340
0500000US51760,216341
0500000US51770,98079
0500000US51775,22834
0500000US51790,24080
0500000US51800,92611
0500000US51810,447604
0500000US51820,21863
0500000US51830,10687
0500000US51840,27162
0500000US53001,20139
0500000US53003,22048
0500000US53005,202487
0500000US53007,77641
0500000US53009,75766
0500000US53011,491742
0500000US53013,3930
0500000US53015,108004
0500000US53017,42423
0500000US53019,7124
0500000US53021,92464
0500000US53023,2253
0500000US53025,96998
0500000US53027,71074
0500000US53029,83041
0500000US53031,31878
0500000US53033,2210498
0500000US53035,264476
0500000US53037,41591
0500000US53039,22405
0500000US53041,79978
0500000US53043,10673
0500000US53045,63801
0500000US53047,41345
0500000US53049,22576
0500000US53051,13172
0500000US53053,892235
0500000US53055,17419
0500000US53057,126466
0500000US53059,11875
0500000US53061,809010
0500000US53063,516542
0500000US53065,45549
0500000US53067,287029
0500000US53069,4332
0500000US53071,57201
0500000US53073,218983
0500000US53075,41167
0500000US53077,251422
0500000US54001,14958
0500000US54003,118979
0500000US54005,21731
0500000US54007,12352
0500000US54009,21645
0500000US54011,90650
0500000US54013,6357
0500000US54015,8046
0500000US54017,7099
0500000US54019,39591
0500000US54021,6020
0500000US54023,10958
0500000US54025,32663
0500000US54027,22503
0500000US54029,28759
0500000US54031,14158
0500000US54033,64884
0500000US54035,27760
0500000US54037,56039
0500000US54039,179117
0500000US54041,16618
0500000US54043,20446
0500000US54045,32183
0500000US54047,17945
0500000US54049,55045
0500000US54051,30183
0500000US54053,24901
0500000US54055,58437
0500000US54057,26167
0500000US54059,23719
0500000US54061,100002
0500000US54063,12431
0500000US54065,16997
0500000US54067,24630
0500000US54069,40193
0500000US54071,6169
0500000US54073,7075
0500000US54075,7722
0500000US54077,31385
0500000US54079,56913
0500000US54081,72076
0500000US54083,25911
0500000US54085,8454
0500000US54087,14031
0500000US54089,11366
0500000US54091,16374
0500000US54093,6604
0500000US54095,8243
0500000US54097,22759
0500000US54099,39151
0500000US54101,8344
0500000US54103,14309
0500000US54105,5251
0500000US54107,83411
0500000US54109,21335
0500000US55001,19299
0500000US55003,15394
0500000US55005,45758
0500000US55007,15878
0500000US55009,259825
0500000US55011,13204
0500000US55013,16157
0500000US55015,51908
0500000US55017,63046
0500000US55019,33985
0500000US55021,56778
0500000US55023,15407
0500000US55025,541910
0500000US55027,85138
0500000US55029,29379
0500000US55031,42882
0500000US55033,41562
0500000US55035,101231
0500000US55037,4489
0500000US55039,100453
0500000US55041,8937
0500000US55043,48749
0500000US55045,36481
0500000US55047,18698
0500000US55049,23489
0500000US55051,5948
0500000US55053,19751
0500000US55055,81844
0500000US55057,25156
0500000US55059,164484
0500000US55061,20355
0500000US55063,115515
0500000US55065,16522
0500000US55067,19218
0500000US55069,27769
0500000US55071,80165
0500000US55073,135660
0500000US55075,40839
0500000US55077,15366
0500000US55078,4290
0500000US55079,917843
0500000US55081,45131
0500000US55083,38166
0500000US55085,36791
0500000US55087,186198
0500000US55089,88874
0500000US55091,7248
0500000US55093,39536
0500000US55095,44198
0500000US55097,67194
0500000US55099,13795
0500000US55101,191665
0500000US55103,17003
0500000US55105,160292
0500000US55107,13930
0500000US55109,91535
0500000US55111,64346
0500000US55113,17431
0500000US55115,40076
0500000US55117,114510
0500000US55119,19671
0500000US55121,29999
0500000US55123,30333
0500000US55125,22513
0500000US55127,103298
0500000US55129,16360
0500000US55131,135433
0500000US55133,400260
0500000US55135,50304
0500000US55137,23264
0500000US55139,163598
0500000US55141,73225
0500000US56001,34927
0500000US56003,11428
0500000US56005,45982
0500000US56007,14055
0500000US56009,13557
0500000US56011,7085
0500000US56013,38567
0500000US56015,11783
0500000US56017,4556
0500000US56019,8370
0500000US56021,97861
0500000US56023,19333
0500000US56025,77680
0500000US56027,2244
0500000US56029,29150
0500000US56031,8449
0500000US56033,30025
0500000US56035,8793
0500000US56037,41941
0500000US56039,23240
0500000US56041,20267
0500000US56043,7593
0500000US56045,6496
0500000US72001,18016
0500000US72003,38224
0500000US72005,54546
0500000US72007,24447
0500000US72009,24549
0500000US72011,25759
0500000US72013,87347
0500000US72015,16167
0500000US72017,22830
0500000US72019,28766
0500000US72021,181209
0500000US72023,47201
0500000US72025,127498
0500000US72027,32707
0500000US72029,42658
0500000US72031,155044
0500000US72033,23510
0500000US72035,42102
0500000US72037,11401
0500000US72039,16890
0500000US72041,40012
0500000US72043,35173
0500000US72045,18990
0500000US72047,34408
0500000US72049,1290
0500000US72051,35982
0500000US72053,32214
0500000US72054,11711
0500000US72055,14129
0500000US72057,34902
0500000US72059,17960
0500000US72061,89669
0500000US72063,41039
0500000US72065,38697
0500000US72067,15663
0500000US72069,51152
0500000US72071,42678
0500000US72073,14840
0500000US72075,46202
0500000US72077,37221
0500000US72079,23366
0500000US72081,27838
0500000US72083,8804
0500000US72085,35435
0500000US72087,24168
0500000US72089,17881
0500000US72091,39524
0500000US72093,5389
0500000US72095,10695
0500000US72097,73200
0500000US72099,37421
0500000US72101,29009
0500000US72103,23598
0500000US72105,29127
0500000US72107,21364
0500000US72109,16231
0500000US72111,20593
0500000US72113,136213
0500000US72115,23698
0500000US72117,15058
0500000US72119,47075
0500000US72121,22734
0500000US72123,26100
0500000US72125,31460
0500000US72127,339598
0500000US72129,37738
0500000US72131,39218
0500000US72133,20530
0500000US72135,67418
0500000US72137,75853
0500000US72139,67674
0500000US72141,28521
0500000US72143,35352
0500000US72145,54242
0500000US72147,8317
0500000US72149,22207
0500000US72151,31042
0500000US72153,34557
