Geography,Population for whom poverty status is determined
0500000US49031,1835
0500000US49033,2410
0500000US49035,1130965
0500000US49037,14901
0500000US49039,27425
0500000US49041,21094
0500000US49043,41485
0500000US49045,68891
0500000US49047,35314
0500000US49049,606503
0500000US49051,32924
0500000US49053,170158
0500000US49055,2661
0500000US49057,252273
0500000US50001,33844
0500000US50003,34290
0500000US50005,29084
0500000US50007,153891
0500000US50009,6164
0500000US50011,48826
0500000US50013,7046
0500000US50015,24720
0500000US50017,28309
0500000US50019,25914
0500000US50021,56477
0500000US50023,55999
0500000US50025,40987
0500000US50027,54387
0500000US51001,32227
0500000US51003,101147
0500000US51005,14744
0500000US51007,12873
0500000US51009,31002
0500000US51011,15714
0500000US51013,233182
0500000US51015,71470
0500000US51017,4174
0500000US51019,78347
0500000US51021,5346
0500000US51023,33071
0500000US51025,13866
0500000US51027,20457
0500000US51029,14871
0500000US51031,54707
0500000US51033,28299
0500000US51035,29636
0500000US51036,6944
0500000US51037,11671
0500000US51041,343883
0500000US51043,14248
0500000US51045,5096
0500000US51047,50250
0500000US51049,9869
0500000US51051,14031
0500000US51053,27945
0500000US51057,10866
0500000US51059,1138999
0500000US51061,69983
0500000US51063,15668
0500000US51065,25308
0500000US51067,54498
0500000US51069,86333
0500000US51071,16582
0500000US51073,36774
0500000US51075,22318
0500000US51077,14591
0500000US51079,19615
0500000US51081,8082
0500000US51083,33540
0500000US51085,104759
0500000US51087,327079
0500000US51089,50269
0500000US51091,2185
0500000US51093,36812
0500000US51095,75145
0500000US51097,6995
0500000US51099,26292
0500000US51101,16884
0500000US51103,10537
0500000US51105,22147
0500000US51107,403125
0500000US51109,36372
0500000US51111,11314
0500000US51113,13014
0500000US51115,8667
0500000US51117,29672
0500000US51119,10226
0500000US51121,88868
0500000US51125,14720
0500000US51127,21630
0500000US51131,11527
0500000US51133,12103
0500000US51135,13562
0500000US51137,35850
0500000US51139,23615
0500000US51141,17182
0500000US51143,59508
0500000US51145,26749
0500000US51147,17276
0500000US51149,33903
0500000US51153,460817
0500000US51155,32858
0500000US51157,7317
0500000US51159,7266
0500000US51161,91731
0500000US51163,22462
0500000US51165,79162
0500000US51167,26661
0500000US51169,20899
0500000US51171,42948
0500000US51173,29772
0500000US51175,16258
0500000US51177,133883
0500000US51179,145929
0500000US51181,6453
0500000US51183,9240
0500000US51185,39572
0500000US51187,39077
0500000US51191,52116
0500000US51193,17715
0500000US51195,34936
0500000US51197,28420
0500000US51199,66454
0500000US51510,156746
0500000US51520,16765
0500000US51530,5940
0500000US51540,44552
0500000US51550,237081
0500000US51570,17032
0500000US51580,5541
0500000US51590,39080
0500000US51595,5196
0500000US51600,22336
0500000US51610,14267
0500000US51620,7892
0500000US51630,26530
0500000US51640,6106
0500000US51650,130352
0500000US51660,46370
0500000US51670,22279
0500000US51678,4210
0500000US51680,70657
0500000US51683,40896
0500000US51685,17439
0500000US51690,12188
0500000US51700,170571
0500000US51710,217889
0500000US51720,3909
0500000US51730,30282
0500000US51735,12060
0500000US51740,90855
0500000US51750,14956
0500000US51760,219038
0500000US51770,97425
0500000US51775,22720
0500000US51790,23348
0500000US51800,90809
0500000US51810,440653
0500000US51820,22039
0500000US51830,10530
0500000US51840,26876
0500000US53001,19467
0500000US53003,22406
0500000US53005,198731
0500000US53007,75609
0500000US53009,75466
0500000US53011,477065
0500000US53013,3981
0500000US53015,106735
0500000US53017,42283
0500000US53019,7566
0500000US53021,90828
0500000US53023,2234
0500000US53025,95814
0500000US53027,70152
0500000US53029,81477
0500000US53031,31014
0500000US53033,2194633
0500000US53035,259850
0500000US53037,44400
0500000US53039,21971
0500000US53041,77963
0500000US53043,10598
0500000US53045,64219
0500000US53047,41481
0500000US53049,21714
0500000US53051,13446
0500000US53053,874369
0500000US53055,16703
0500000US53057,125611
0500000US53059,11782
0500000US53061,800382
0500000US53063,498344
0500000US53065,44687
0500000US53067,281083
0500000US53069,4273
0500000US53071,55803
0500000US53073,218800
0500000US53075,42550
0500000US53077,246943
0500000US54001,15845
0500000US54003,116282
0500000US54005,21587
0500000US54007,13679
0500000US54009,21132
0500000US54011,89507
0500000US54013,7120
0500000US54015,8474
0500000US54017,7683
0500000US54019,41539
0500000US54021,6442
0500000US54023,11442
0500000US54025,34313
0500000US54027,22575
0500000US54029,28562
0500000US54031,13641
0500000US54033,66249
0500000US54035,28511
0500000US54037,55321
0500000US54039,177827
0500000US54041,15733
0500000US54043,20514
0500000US54045,31949
0500000US54047,16688
0500000US54049,54905
0500000US54051,30265
0500000US54053,25924
0500000US54055,58075
0500000US54057,26102
0500000US54059,23653
0500000US54061,100350
0500000US54063,13212
0500000US54065,17632
0500000US54067,24675
0500000US54069,39456
0500000US54071,6873
0500000US54073,6946
0500000US54075,8086
0500000US54077,30552
0500000US54079,56014
0500000US54081,71458
0500000US54083,26294
0500000US54085,9613
0500000US54087,13682
0500000US54089,11869
0500000US54091,16395
0500000US54093,6711
0500000US54095,8588
0500000US54097,23098
0500000US54099,39784
0500000US54101,8220
0500000US54103,14952
0500000US54105,5755
0500000US54107,83222
0500000US54109,20615
0500000US55001,19036
0500000US55003,14913
0500000US55005,44302
0500000US55007,14935
0500000US55009,255129
0500000US55011,12962
0500000US55013,15155
0500000US55015,49749
0500000US55017,61201
0500000US55019,33960
0500000US55021,55812
0500000US55023,15353
0500000US55025,528730
0500000US55027,83222
0500000US55029,27301
0500000US55031,42350
0500000US55033,41345
0500000US55035,99991
0500000US55037,4254
0500000US55039,99202
0500000US55041,8758
0500000US55043,47960
0500000US55045,36193
0500000US55047,18500
0500000US55049,23400
0500000US55051,5558
0500000US55053,19241
0500000US55055,81837
0500000US55057,25048
0500000US55059,164528
0500000US55061,20167
0500000US55063,113304
0500000US55065,16538
0500000US55067,18924
0500000US55069,27037
0500000US55071,78041
0500000US55073,133359
0500000US55075,39444
0500000US55077,15175
0500000US55078,4543
0500000US55079,927928
0500000US55081,45224
0500000US55083,37377
0500000US55085,34800
0500000US55087,183411
0500000US55089,87080
0500000US55091,7178
0500000US55093,39560
0500000US55095,42953
0500000US55097,67439
0500000US55099,13144
0500000US55101,190372
0500000US55103,17017
0500000US55105,159131
0500000US55107,13793
0500000US55109,88711
0500000US55111,63146
0500000US55113,16119
0500000US55115,40039
0500000US55117,112056
0500000US55119,19991
0500000US55121,29013
0500000US55123,30380
0500000US55125,21658
0500000US55127,100543
0500000US55129,15483
0500000US55131,134638
0500000US55133,397529
0500000US55135,49492
0500000US55137,22902
0500000US55139,162899
0500000US55141,72022
0500000US56001,35966
0500000US56003,11540
0500000US56005,46143
0500000US56007,14329
0500000US56009,13772
0500000US56011,7395
0500000US56013,38755
0500000US56015,12464
0500000US56017,4421
0500000US56019,8405
0500000US56021,96980
0500000US56023,19484
0500000US56025,78131
0500000US56027,2109
0500000US56029,28685
0500000US56031,8398
0500000US56033,29549
0500000US56035,9846
0500000US56037,42792
0500000US56039,23272
0500000US56041,20187
0500000US56043,7744
0500000US56045,6491
0500000US72001,17563
0500000US72003,37207
0500000US72005,50696
0500000US72007,25153
0500000US72009,22525
0500000US72011,26419
0500000US72013,83100
0500000US72015,17490
0500000US72017,23898
0500000US72019,27802
0500000US72021,168889
0500000US72023,47752
0500000US72025,126080
0500000US72027,30949
0500000US72029,44932
0500000US72031,149600
0500000US72033,23673
0500000US72035,43095
0500000US72037,11181
0500000US72039,16035
0500000US72041,38855
0500000US72043,38498
0500000US72045,18901
0500000US72047,32795
0500000US72049,1344
0500000US72051,36435
0500000US72053,30144
0500000US72054,11495
0500000US72055,15754
0500000US72057,37701
0500000US72059,17998
0500000US72061,84925
0500000US72063,46728
0500000US72065,39452
0500000US72067,15691
0500000US72069,51321
0500000US72071,40733
0500000US72073,14200
0500000US72075,44966
0500000US72077,38404
0500000US72079,22345
0500000US72081,24706
0500000US72083,8039
0500000US72085,37173
0500000US72087,25134
0500000US72089,17874
0500000US72091,37926
0500000US72093,5900
0500000US72095,10562
0500000US72097,72430
0500000US72099,35428
0500000US72101,30590
0500000US72103,25838
0500000US72105,27649
0500000US72107,20494
0500000US72109,16591
0500000US72111,19760
0500000US72113,132589
0500000US72115,23214
0500000US72117,13810
0500000US72119,48305
0500000US72121,22015
0500000US72123,27521
0500000US72125,30180
0500000US72127,321856
0500000US72129,36508
0500000US72131,36144
0500000US72133,21474
0500000US72135,72264
0500000US72137,75692
0500000US72139,64694
0500000US72141,27978
0500000US72143,36175
0500000US72145,50871
0500000US72147,8438
0500000US72149,21757
0500000US72151,32821
0500000US72153,34333
